,cntry,gndr,sclmeet,inprdsc,sclact,health,rlgdgr,dscrgrp,ctzcntr,brncntr
0,BE,2,5,2,2,2,7,1,1,1
1,BE,2,4,4,2,2,4,2,1,2
2,BE,1,4,2,1,2,0,2,2,2
3,BE,1,5,3,2,1,5,2,2,2
4,BE,1,6,4,2,1,1,2,2,2
5,BE,2,6,4,3,2,1,2,1,1
6,BE,2,5,0,1,4,1,2,1,1
7,BE,1,4,3,2,2,6,2,1,1
8,BE,1,6,4,4,2,1,2,1,1
9,BE,1,2,2,1,3,9,2,1,1
10,BE,1,5,1,3,2,8,1,1,1
11,BE,1,4,3,2,2,0,2,1,1
12,BE,2,7,5,3,2,6,2,1,1
13,BE,1,6,4,2,2,5,2,1,1
14,BE,1,6,4,3,1,9,2,1,1
15,BE,1,6,3,4,1,7,1,1,1
16,BE,1,4,6,5,2,5,2,1,2
17,BE,1,6,4,3,2,7,1,1,1
18,BE,2,7,3,2,1,0,2,1,1
19,BE,1,7,4,3,1,6,2,1,1
20,BE,1,7,4,3,2,0,2,1,1
21,BE,1,2,1,1,2,10,2,2,2
22,BE,2,6,4,3,4,0,2,1,1
23,BE,1,6,5,3,2,6,2,1,1
24,BE,2,4,3,3,2,8,2,1,1
25,BE,2,4,3,4,2,8,2,2,2
26,BE,2,3,2,2,3,7,2,2,2
27,BE,2,6,2,1,2,0,2,1,1
28,BE,2,7,4,3,2,1,2,1,2
29,BE,1,6,3,4,1,9,2,1,1
30,BE,1,7,1,3,2,3,2,1,1
31,BE,1,5,5,1,3,0,2,1,1
32,BE,2,6,4,3,1,6,2,1,1
33,BE,1,4,3,3,2,0,2,1,1
34,BE,2,5,4,2,2,10,2,2,2
35,BE,2,7,4,2,2,2,2,1,1
36,BE,1,5,3,4,1,7,2,1,1
37,BE,2,5,4,2,3,8,2,2,2
38,BE,2,5,3,3,2,0,2,1,1
39,BE,1,5,6,2,3,7,2,1,1
40,BE,2,7,6,4,2,5,2,1,1
41,BE,2,3,2,2,4,10,2,1,1
42,BE,1,4,4,3,2,5,2,1,2
43,BE,1,2,1,1,1,0,2,1,1
44,BE,1,6,2,2,1,2,2,1,1
45,BE,2,4,0,1,4,5,2,1,1
46,BE,1,7,5,3,1,3,2,1,1
47,BE,1,3,4,2,3,5,2,1,1
48,BE,1,6,4,2,1,8,2,2,2
49,BE,1,5,2,2,2,3,2,1,1
50,BE,1,4,4,4,2,7,2,1,1
51,BE,1,5,3,2,2,10,2,1,2
52,BE,2,5,4,2,4,2,2,1,1
53,BE,1,6,4,4,2,0,1,1,1
54,BE,1,5,4,2,2,0,2,1,1
55,BE,1,6,4,3,1,8,2,1,1
56,BE,1,3,3,2,2,0,2,1,1
57,BE,1,4,4,2,3,6,2,1,1
58,BE,2,5,4,2,2,1,2,1,1
59,BE,2,7,5,4,2,0,1,1,1
60,BE,1,4,5,3,1,8,2,2,2
61,BE,2,6,2,2,3,5,2,1,1
62,BE,1,6,6,4,2,0,2,2,2
63,BE,2,6,5,3,2,2,2,1,1
64,BE,1,6,3,2,2,2,2,1,1
65,BE,2,5,0,8,1,0,2,1,1
66,BE,1,7,1,5,1,0,2,1,1
67,BE,1,6,5,3,1,1,2,1,1
68,BE,1,4,4,1,1,3,2,1,1
69,BE,1,6,4,4,1,7,2,2,2
70,BE,2,5,1,1,2,7,2,1,2
71,BE,2,3,3,4,2,5,2,1,1
72,BE,2,6,6,4,1,4,2,1,1
73,BE,1,3,3,3,2,1,2,2,2
74,BE,1,5,3,3,2,4,2,1,1
75,BE,2,5,1,5,2,5,2,1,1
76,BE,1,6,4,3,1,0,2,2,2
77,BE,1,5,6,3,1,1,2,1,1
78,BE,2,6,3,2,1,2,2,1,1
79,BE,2,6,3,1,2,5,2,1,1
80,BE,1,6,3,4,3,3,2,1,1
81,BE,1,6,4,4,2,7,2,1,1
82,BE,1,6,4,3,1,3,2,1,1
83,BE,2,4,3,3,2,1,2,1,1
84,BE,1,7,4,1,1,7,2,1,1
85,BE,2,4,2,3,3,8,2,1,1
86,BE,1,6,4,4,1,3,2,1,1
87,BE,1,4,1,1,2,0,2,1,1
88,BE,1,6,3,2,3,0,2,1,1
89,BE,1,6,3,3,1,5,2,1,1
90,BE,2,6,3,4,2,0,2,1,1
91,BE,1,4,3,2,2,5,2,1,1
92,BE,1,6,3,2,2,1,2,1,1
93,BE,2,4,4,2,3,0,2,1,1
94,BE,2,7,4,3,4,7,2,2,2
95,BE,2,5,3,2,2,0,2,1,1
96,BE,2,5,3,2,2,7,2,1,1
97,BE,2,6,5,4,2,10,2,1,1
98,BE,1,4,2,2,1,8,2,1,1
99,BE,2,4,3,1,3,0,2,1,2
100,BE,2,7,4,1,3,10,2,1,1
101,BE,1,4,2,3,3,6,2,1,1
102,BE,1,7,6,5,2,0,2,1,1
103,BE,1,4,2,3,2,5,2,1,2
104,BE,1,4,2,2,2,0,2,1,1
105,BE,2,7,6,4,4,6,2,1,1
106,BE,1,6,4,3,2,2,2,1,1
107,BE,1,5,1,2,1,10,2,1,2
108,BE,1,5,1,2,3,0,2,1,1
109,BE,1,6,4,2,2,5,2,1,2
110,BE,2,6,0,4,3,1,2,1,1
111,BE,1,6,3,2,2,8,2,1,1
112,BE,2,4,4,2,2,5,2,1,1
113,BE,1,5,3,2,2,6,2,1,1
114,BE,2,4,2,1,4,3,1,1,1
115,BE,2,6,3,4,1,10,1,2,2
116,BE,1,4,2,2,2,5,2,1,2
117,BE,1,5,4,2,2,9,2,1,1
118,BE,2,6,3,4,1,0,2,1,1
119,BE,2,6,2,2,2,5,2,1,1
120,BE,1,4,0,3,2,6,2,1,1
121,BE,1,6,4,3,4,0,2,1,1
122,BE,2,7,4,2,2,1,2,1,1
123,BE,2,6,2,3,3,6,2,1,1
124,BE,2,7,4,4,1,6,2,1,1
125,BE,1,4,3,2,2,2,2,1,1
126,BE,1,5,88,3,2,7,2,1,1
127,BE,2,3,3,2,2,0,1,1,1
128,BE,2,7,4,2,3,7,2,1,1
129,BE,1,4,5,3,2,1,2,1,1
130,BE,2,2,1,2,2,0,2,1,1
131,BE,1,3,1,2,2,0,2,1,1
132,BE,2,6,5,4,2,3,2,1,1
133,BE,1,7,5,3,1,2,2,1,1
134,BE,1,6,6,3,2,4,2,1,1
135,BE,1,6,3,1,4,0,2,1,1
136,BE,1,6,4,2,2,0,2,1,1
137,BE,1,7,4,4,4,6,2,1,1
138,BE,1,4,3,1,2,0,2,1,1
139,BE,2,5,4,4,3,6,2,1,1
140,BE,1,5,4,3,2,6,2,1,1
141,BE,2,6,3,3,4,3,2,1,1
142,BE,1,4,2,2,2,7,2,1,2
143,BE,1,4,6,5,1,0,1,1,2
144,BE,2,2,0,5,1,0,2,1,2
145,BE,2,7,3,5,2,8,2,1,1
146,BE,2,4,3,3,1,0,2,1,1
147,BE,1,7,5,4,3,10,2,1,1
148,BE,1,6,4,3,1,8,2,1,1
149,BE,2,7,3,4,2,0,2,1,1
150,BE,2,4,3,2,2,0,2,1,1
151,BE,2,5,3,2,2,8,2,2,2
152,BE,2,5,3,3,2,4,2,1,1
153,BE,1,4,2,2,2,5,2,1,1
154,BE,1,4,1,1,5,7,2,1,1
155,BE,1,5,0,2,3,0,2,2,2
156,BE,1,6,4,2,4,8,2,1,1
157,BE,2,5,2,2,3,5,2,1,1
158,BE,1,6,3,2,2,9,2,1,2
159,BE,2,3,3,2,3,7,2,1,1
160,BE,1,6,2,5,2,0,2,1,1
161,BE,2,3,3,4,1,0,2,1,1
162,BE,1,3,3,1,1,4,1,1,1
163,BE,1,6,5,4,1,4,2,1,1
164,BE,1,6,2,1,4,1,2,1,1
165,BE,2,6,4,2,2,5,2,1,1
166,BE,1,6,4,4,2,0,2,1,1
167,BE,1,5,2,3,2,6,2,1,1
168,BE,1,3,4,2,2,8,2,2,2
169,BE,1,6,3,4,3,0,2,1,1
170,BE,1,6,3,1,2,6,2,1,2
171,BE,2,6,3,4,3,1,2,1,1
172,BE,2,6,3,2,3,7,2,1,1
173,BE,2,6,5,4,2,0,2,1,1
174,BE,1,5,2,2,2,7,2,1,1
175,BE,1,6,3,3,1,0,2,1,1
176,BE,2,7,3,4,2,6,2,1,1
177,BE,1,1,2,2,3,0,2,1,1
178,BE,1,6,1,5,1,0,2,1,1
179,BE,1,5,1,3,4,10,1,1,2
180,BE,1,5,3,3,2,1,2,1,1
181,BE,1,4,4,3,2,3,1,1,1
182,BE,2,6,4,5,1,1,2,1,1
183,BE,2,6,6,2,3,0,2,1,1
184,BE,2,4,4,2,4,6,2,2,2
185,BE,2,6,4,3,2,6,2,1,1
186,BE,1,6,4,3,2,9,1,2,2
187,BE,2,7,4,4,1,4,2,1,1
188,BE,1,4,3,3,2,0,1,1,1
189,BE,2,4,4,3,2,0,2,1,1
190,BE,2,7,3,3,1,8,2,1,1
191,BE,2,4,2,3,1,5,2,1,1
192,BE,1,5,1,4,3,4,2,1,1
193,BE,1,4,4,2,2,8,2,1,2
194,BE,1,4,2,2,2,0,2,1,1
195,BE,2,5,2,4,1,6,2,1,1
196,BE,1,6,4,3,2,0,2,2,2
197,BE,1,3,6,2,3,0,1,1,1
198,BE,1,6,3,2,3,0,2,1,1
199,BE,2,6,3,4,3,7,2,1,1
200,BE,2,7,3,3,2,0,2,1,1
201,BE,1,4,4,2,2,2,2,1,1
202,BE,1,6,4,3,2,0,2,1,1
203,BE,2,7,5,4,1,8,2,1,1
204,BE,1,6,2,2,1,8,1,1,1
205,BE,2,6,3,2,2,0,2,1,1
206,BE,2,6,5,4,1,4,2,1,1
207,BE,2,3,6,4,2,10,1,2,2
208,BE,1,3,4,2,3,7,2,1,1
209,BE,1,4,77,8,4,8,2,1,1
210,BE,2,6,4,3,1,1,2,1,1
211,BE,2,6,4,3,2,0,2,1,1
212,BE,2,6,4,3,1,6,2,1,1
213,BE,2,6,4,4,2,10,2,1,1
214,BE,1,7,4,3,1,10,1,1,2
215,BE,2,5,4,3,2,3,2,1,1
216,BE,2,5,3,2,2,7,2,1,1
217,BE,1,2,2,1,1,5,2,1,1
218,BE,2,7,3,3,2,4,2,1,1
219,BE,1,3,1,2,4,8,2,1,2
220,BE,1,6,4,1,2,7,2,1,1
221,BE,2,7,2,3,2,10,2,2,2
222,BE,2,7,5,5,1,5,2,1,1
223,BE,2,7,3,2,4,6,2,1,1
224,BE,1,6,3,4,1,0,2,1,1
225,BE,2,6,1,5,4,3,2,1,1
226,BE,1,6,3,2,2,1,2,1,1
227,BE,1,4,4,3,2,7,2,1,1
228,BE,2,6,3,2,2,10,2,1,1
229,BE,1,6,4,2,3,3,2,2,2
230,BE,2,7,4,3,2,8,2,1,1
231,BE,2,6,3,4,2,7,2,1,1
232,BE,2,2,4,4,2,4,2,1,1
233,BE,2,6,3,4,1,10,1,1,1
234,BE,1,6,3,4,2,0,1,1,1
235,BE,1,7,4,4,1,0,2,1,1
236,BE,1,7,4,4,2,1,2,1,1
237,BE,2,6,1,2,3,0,2,1,1
238,BE,1,6,4,4,2,2,2,1,1
239,BE,1,5,4,3,2,0,2,1,1
240,BE,2,7,4,5,1,8,2,1,1
241,BE,2,5,1,2,4,0,2,1,2
242,BE,2,7,3,5,1,10,2,1,1
243,BE,1,6,1,4,3,9,2,1,2
244,BE,2,4,4,3,2,0,2,1,1
245,BE,2,6,4,4,1,7,2,1,2
246,BE,1,1,1,1,2,8,1,1,2
247,BE,2,5,3,2,2,10,1,2,2
248,BE,1,5,3,2,2,5,1,1,1
249,BE,2,6,4,3,2,7,2,1,1
250,BE,1,4,5,3,2,5,2,1,1
251,BE,2,7,5,3,2,10,1,1,1
252,BE,2,4,4,2,2,3,2,1,1
253,BE,2,4,1,1,2,9,2,1,1
254,BE,2,6,4,2,1,8,2,2,2
255,BE,1,6,2,2,2,2,2,1,1
256,BE,2,6,5,5,2,8,1,1,1
257,BE,1,6,3,3,1,5,2,1,1
258,BE,2,6,6,4,1,1,2,1,1
259,BE,1,6,6,2,1,3,2,1,1
260,BE,1,5,4,3,1,1,2,1,1
261,BE,2,3,6,3,2,0,2,1,1
262,BE,1,6,3,3,1,8,1,1,1
263,BE,1,4,4,3,2,0,2,1,1
264,BE,1,7,4,4,2,5,2,1,1
265,BE,1,5,1,3,3,0,2,2,2
266,BE,1,3,3,2,2,5,2,1,1
267,BE,1,7,5,2,2,3,2,1,1
268,BE,2,4,4,2,3,4,2,1,1
269,BE,2,7,3,3,2,3,2,1,1
270,BE,2,4,1,1,1,3,2,1,2
271,BE,2,7,5,3,3,7,2,1,1
272,BE,2,5,5,3,1,4,2,1,1
273,BE,2,6,2,3,2,0,2,1,1
274,BE,1,4,4,2,2,2,2,1,1
275,BE,2,5,3,3,1,2,2,1,1
276,BE,2,6,2,3,2,6,2,1,1
277,BE,1,6,4,3,1,0,2,1,1
278,BE,1,6,4,2,2,3,2,1,1
279,BE,1,4,2,3,2,6,2,1,2
280,BE,1,6,0,2,2,1,2,1,1
281,BE,1,3,5,1,3,2,2,2,2
282,BE,2,4,4,1,3,6,2,1,1
283,BE,1,4,2,2,3,0,2,1,1
284,BE,1,6,4,4,1,10,2,1,1
285,BE,2,6,2,3,2,8,2,1,1
286,BE,1,6,4,4,1,3,2,1,1
287,BE,2,7,0,1,4,5,2,1,1
288,BE,1,7,4,3,2,0,2,2,2
289,BE,1,5,1,2,4,10,1,1,1
290,BE,1,4,5,1,3,2,2,1,1
291,BE,1,4,6,3,1,0,2,1,1
292,BE,2,6,4,4,2,5,2,1,1
293,BE,2,4,3,2,2,2,2,1,1
294,BE,1,6,5,3,2,3,2,1,1
295,BE,1,6,3,4,1,0,2,1,1
296,BE,1,7,3,3,2,0,2,1,1
297,BE,1,6,6,4,3,7,2,1,1
298,BE,2,5,5,2,1,5,2,1,1
299,BE,1,5,4,3,2,10,2,1,2
300,BE,2,4,1,3,2,10,2,1,1
301,BE,1,3,2,2,3,2,2,1,1
302,BE,1,4,1,2,1,10,1,2,2
303,BE,2,5,3,2,1,0,2,1,1
304,BE,1,4,5,3,2,6,2,1,1
305,BE,1,4,2,4,3,2,2,1,1
306,BE,2,4,3,4,1,5,2,1,1
307,BE,2,4,3,3,1,5,2,1,1
308,BE,2,3,4,2,1,10,2,1,1
309,BE,2,6,2,2,2,1,2,1,1
310,BE,1,6,5,4,1,2,2,1,1
311,BE,2,6,2,4,2,3,2,1,1
312,BE,2,6,2,1,2,2,2,1,1
313,BE,1,6,2,1,2,2,2,1,1
314,BE,2,6,3,2,2,10,2,2,2
315,BE,2,4,2,1,3,3,2,1,1
316,BE,2,6,3,1,2,3,1,1,1
317,BE,2,4,3,2,2,4,2,1,1
318,BE,1,3,1,3,1,8,2,1,2
319,BE,1,6,3,2,2,1,2,1,1
320,BE,2,6,3,1,2,8,2,1,1
321,BE,1,5,6,4,2,0,2,1,1
322,BE,1,4,6,3,1,8,2,1,2
323,BE,2,6,5,4,2,0,2,1,1
324,BE,1,4,4,3,2,10,2,1,1
325,BE,2,6,5,4,1,7,2,1,2
326,BE,2,6,2,4,2,8,1,1,2
327,BE,2,6,1,3,1,7,2,1,1
328,BE,1,6,3,4,2,8,2,1,1
329,BE,2,6,5,4,2,9,2,1,1
330,BE,1,6,3,4,2,0,2,1,1
331,BE,1,6,4,3,1,0,2,1,1
332,BE,2,5,3,1,2,9,2,1,1
333,BE,1,2,1,2,1,0,2,1,1
334,BE,1,5,3,4,2,5,2,1,1
335,BE,1,5,4,3,1,9,2,1,1
336,BE,2,4,1,4,2,5,1,1,1
337,BE,2,5,2,3,3,8,2,1,1
338,BE,2,6,4,3,1,0,2,1,1
339,BE,2,7,5,3,2,8,2,1,2
340,BE,2,7,3,3,2,4,2,1,1
341,BE,1,4,6,4,2,10,2,1,1
342,BE,2,6,2,2,4,9,1,1,1
343,BE,2,7,3,2,1,7,2,1,1
344,BE,2,6,2,2,2,0,2,1,1
345,BE,2,6,2,3,2,3,2,1,1
346,BE,1,6,4,5,1,10,1,1,2
347,BE,2,6,2,3,4,8,2,1,1
348,BE,2,6,3,3,2,0,2,1,1
349,BE,2,7,3,3,2,3,2,1,1
350,BE,2,4,3,1,2,10,2,1,1
351,BE,2,6,2,3,2,0,2,1,1
352,BE,1,3,6,2,3,5,2,1,1
353,BE,1,3,2,2,2,2,2,1,1
354,BE,1,6,3,2,2,8,2,1,1
355,BE,1,6,2,2,2,1,2,1,1
356,BE,2,1,1,3,2,6,2,1,1
357,BE,2,4,6,3,2,0,2,2,2
358,BE,2,3,2,2,2,2,2,1,1
359,BE,1,2,4,3,2,1,2,1,1
360,BE,1,3,2,2,3,0,2,1,1
361,BE,2,6,5,2,2,0,2,1,1
362,BE,1,4,2,2,2,6,2,1,1
363,BE,1,4,3,2,2,4,2,2,2
364,BE,2,5,3,2,1,10,2,1,2
365,BE,2,6,3,5,5,9,2,1,1
366,BE,2,5,3,2,1,0,2,1,1
367,BE,2,7,3,2,2,6,2,1,1
368,BE,1,4,4,3,1,8,2,1,1
369,BE,2,3,2,2,3,10,2,1,2
370,BE,2,6,4,2,2,0,1,2,2
371,BE,2,6,3,3,2,7,2,1,1
372,BE,1,2,2,2,1,6,2,1,2
373,BE,2,3,4,4,1,5,2,2,2
374,BE,2,7,2,2,4,2,2,1,1
375,BE,1,5,2,2,1,5,2,1,2
376,BE,1,4,4,2,1,2,2,1,2
377,BE,2,6,4,1,3,6,2,1,1
378,BE,2,5,2,2,2,0,2,1,1
379,BE,2,5,3,3,3,6,1,1,1
380,BE,1,6,4,4,1,5,2,1,1
381,BE,2,4,2,2,2,7,2,1,1
382,BE,2,5,3,3,2,6,2,1,1
383,BE,2,6,1,3,2,6,2,1,1
384,BE,1,4,3,2,2,0,2,1,1
385,BE,2,7,3,4,4,5,2,1,1
386,BE,1,5,2,3,2,10,2,2,2
387,BE,1,4,3,2,1,4,2,1,1
388,BE,2,2,1,1,2,8,2,1,1
389,BE,1,5,6,2,1,5,1,1,1
390,BE,2,7,4,2,1,9,1,2,2
391,BE,2,3,2,3,2,6,2,1,2
392,BE,2,6,4,3,1,3,2,1,1
393,BE,2,5,5,3,1,8,2,1,2
394,BE,1,6,4,3,1,5,1,1,1
395,BE,2,6,4,2,2,0,2,1,1
396,BE,1,5,4,3,2,6,2,2,2
397,BE,2,4,4,2,4,5,2,1,1
398,BE,1,6,3,3,2,6,2,1,1
399,BE,2,7,4,2,2,8,2,1,1
400,BE,2,7,4,5,1,0,1,1,1
401,BE,1,6,1,3,2,0,2,1,1
402,BE,2,6,4,4,2,6,2,1,1
403,BE,1,4,5,3,2,2,2,1,1
404,BE,2,4,5,2,2,5,2,1,1
405,BE,1,7,0,5,2,5,2,1,2
406,BE,1,6,3,1,2,0,2,1,1
407,BE,1,3,4,3,4,0,2,1,1
408,BE,1,7,3,3,2,0,2,1,1
409,BE,1,5,2,2,3,0,2,2,1
410,BE,1,4,4,2,2,0,2,1,1
411,BE,2,6,3,3,2,8,2,1,1
412,BE,2,7,4,3,2,3,1,1,1
413,BE,2,4,4,4,1,8,2,1,2
414,BE,2,2,3,2,1,9,2,2,2
415,BE,1,5,4,4,3,0,2,1,1
416,BE,1,7,1,3,2,0,2,1,1
417,BE,2,4,3,4,2,2,2,1,2
418,BE,1,4,2,2,2,6,2,1,1
419,BE,2,7,3,3,1,4,2,1,1
420,BE,2,7,4,3,1,6,2,1,1
421,BE,2,5,1,2,5,1,2,2,2
422,BE,1,5,2,3,2,8,2,1,2
423,BE,1,6,1,2,3,5,2,1,1
424,BE,1,6,4,2,2,0,2,1,1
425,BE,1,6,2,2,2,4,2,1,1
426,BE,1,6,4,3,2,2,2,1,1
427,BE,2,2,2,1,2,3,2,1,1
428,BE,1,4,1,2,3,3,2,1,1
429,BE,2,2,6,3,1,10,2,2,2
430,BE,2,4,0,2,3,6,2,1,1
431,BE,2,4,4,3,2,8,2,1,1
432,BE,1,3,4,2,2,10,2,2,2
433,BE,1,5,3,4,2,10,2,1,2
434,BE,2,6,4,2,2,10,1,1,1
435,BE,2,7,4,2,1,5,2,1,1
436,BE,2,5,3,2,2,3,2,1,1
437,BE,1,5,3,3,3,8,2,1,1
438,BE,1,7,2,3,2,0,2,1,1
439,BE,1,6,3,3,3,1,2,1,1
440,BE,1,6,4,2,4,6,2,1,2
441,BE,2,6,5,2,2,4,2,1,1
442,BE,2,2,2,1,3,10,2,1,2
443,BE,1,6,3,3,2,1,2,1,1
444,BE,1,6,1,4,2,6,2,1,1
445,BE,1,6,4,3,2,0,2,1,1
446,BE,1,4,3,3,2,0,2,1,1
447,BE,2,6,3,2,2,4,2,1,1
448,BE,2,5,3,2,2,7,2,1,1
449,BE,1,3,4,4,2,1,2,1,1
450,BE,2,2,3,3,3,7,2,1,1
451,BE,1,7,6,5,2,7,2,1,1
452,BE,2,6,2,3,2,3,2,1,1
453,BE,1,6,3,4,2,8,2,1,1
454,BE,1,2,2,2,2,6,1,1,2
455,BE,1,4,3,2,2,5,2,1,1
456,BE,1,5,3,2,2,2,2,1,1
457,BE,2,6,5,1,3,8,2,1,1
458,BE,2,5,2,1,3,8,1,1,1
459,BE,1,7,5,3,2,3,2,1,1
460,BE,2,6,6,3,1,1,2,1,1
461,BE,2,6,3,3,3,8,2,1,1
462,BE,1,1,2,1,3,7,1,1,2
463,BE,2,5,2,2,3,6,2,1,1
464,BE,2,4,2,1,3,10,2,2,1
465,BE,1,6,4,2,2,2,2,1,1
466,BE,2,4,5,4,2,8,2,2,2
467,BE,1,5,2,2,3,6,8,1,1
468,BE,2,4,4,2,2,2,2,1,1
469,BE,1,6,5,3,1,0,2,1,1
470,BE,1,6,1,2,3,1,2,1,1
471,BE,2,4,3,4,2,3,2,1,1
472,BE,2,6,3,2,1,4,2,1,1
473,BE,2,4,1,1,4,6,2,1,1
474,BE,1,6,2,3,1,1,2,1,1
475,BE,2,7,5,5,3,8,2,1,1
476,BE,1,6,4,3,1,7,2,1,1
477,BE,2,6,4,2,2,2,1,2,1
478,BE,2,6,6,4,1,3,2,1,1
479,BE,2,6,5,2,2,5,2,1,1
480,BE,2,6,4,3,3,5,2,1,1
481,BE,2,5,1,1,2,5,2,1,1
482,BE,1,6,4,3,2,0,2,1,1
483,BE,1,6,4,2,1,0,2,1,1
484,BE,1,7,3,3,2,0,2,1,1
485,BE,1,6,4,4,2,0,2,1,1
486,BE,1,5,3,3,3,0,2,1,1
487,BE,2,6,5,4,2,3,1,1,1
488,BE,2,5,4,3,2,0,2,1,1
489,BE,1,4,1,3,4,3,2,1,2
490,BE,1,3,1,3,2,8,2,2,2
491,BE,2,6,4,3,3,9,2,1,1
492,BE,2,5,2,3,3,7,2,1,1
493,BE,2,5,4,2,2,7,1,2,2
494,BE,1,5,1,3,2,0,2,1,1
495,BE,1,5,4,2,2,9,2,1,2
496,BE,1,6,4,4,1,0,2,2,2
497,BE,1,4,2,1,3,3,2,1,1
498,BE,2,7,4,4,1,10,2,1,2
499,BE,2,5,2,1,2,3,2,1,1
500,BE,2,6,3,2,2,10,1,1,1
501,BE,1,7,6,4,1,2,2,1,1
502,BE,2,5,2,3,2,10,2,1,1
503,BE,1,3,4,1,2,0,2,1,1
504,BE,2,5,3,2,2,0,2,1,1
505,BE,2,6,4,3,1,5,2,1,1
506,BE,1,4,3,3,3,7,2,1,1
507,BE,1,5,1,2,1,10,1,1,2
508,BE,1,5,4,2,2,5,2,1,1
509,BE,1,4,3,3,4,0,2,1,1
510,BE,1,5,2,4,3,0,2,1,1
511,BE,1,4,1,2,3,5,2,1,1
512,BE,1,2,1,1,3,0,1,1,1
513,BE,1,6,6,3,2,0,2,1,1
514,BE,1,4,1,2,3,4,2,1,1
515,BE,2,5,1,3,2,10,2,2,2
516,BE,1,6,2,1,2,2,2,1,1
517,BE,1,6,4,2,3,0,2,1,2
518,BE,1,5,1,1,2,0,2,1,1
519,BE,1,4,1,1,2,2,2,1,1
520,BE,1,5,3,4,2,7,2,1,1
521,BE,2,6,4,2,2,3,2,1,1
522,BE,2,2,3,3,2,4,2,1,1
523,BE,1,4,2,3,3,5,2,1,1
524,BE,1,4,2,4,1,6,2,1,1
525,BE,2,7,3,3,2,8,2,1,1
526,BE,2,6,4,5,3,8,2,1,2
527,BE,1,6,4,4,2,0,1,1,1
528,BE,2,6,3,2,3,6,2,1,1
529,BE,2,4,3,1,2,3,2,1,1
530,BE,2,5,4,4,2,3,2,1,1
531,BE,1,7,5,3,2,10,2,1,1
532,BE,2,6,6,4,2,0,2,1,1
533,BE,1,7,4,3,1,0,2,1,1
534,BE,2,7,4,2,3,7,2,1,1
535,BE,1,5,4,2,2,2,2,1,1
536,BE,1,7,2,3,2,10,2,1,1
537,BE,2,6,4,4,2,2,2,1,1
538,BE,2,5,3,3,2,9,2,1,2
539,BE,1,3,1,1,3,0,2,1,1
540,BE,1,3,2,2,4,8,2,1,1
541,BE,2,5,3,3,1,10,2,1,2
542,BE,1,6,4,4,2,0,2,1,1
543,BE,2,7,4,4,2,10,2,1,1
544,BE,1,5,1,1,4,3,2,1,1
545,BE,1,7,4,5,5,0,2,1,1
546,BE,2,3,1,4,2,5,2,1,1
547,BE,1,6,4,3,2,0,2,1,1
548,BE,1,6,3,2,3,0,2,1,1
549,BE,1,6,2,3,1,8,1,1,1
550,BE,1,3,1,2,2,10,2,2,2
551,BE,1,7,2,4,2,0,2,1,1
552,BE,1,7,1,1,3,6,2,1,1
553,BE,2,4,4,3,2,3,2,1,1
554,BE,1,6,0,3,3,0,1,1,1
555,BE,1,6,4,5,2,10,2,1,1
556,BE,1,6,4,3,2,6,2,1,1
557,BE,1,5,2,3,1,7,2,1,1
558,BE,2,6,2,3,2,0,2,1,1
559,BE,1,6,6,5,1,0,2,1,1
560,BE,2,6,1,3,4,10,2,2,2
561,BE,1,4,2,2,4,5,2,1,2
562,BE,1,6,4,3,2,6,2,1,1
563,BE,2,4,4,2,3,5,1,1,1
564,BE,2,7,2,3,3,8,2,1,1
565,BE,1,4,2,2,3,0,2,1,1
566,BE,2,5,1,4,2,0,2,1,1
567,BE,2,4,4,3,2,5,2,1,1
568,BE,2,5,3,1,2,4,2,1,1
569,BE,1,7,6,5,1,0,2,1,1
570,BE,2,7,1,4,2,7,2,1,2
571,BE,2,5,3,2,2,5,2,1,1
572,BE,2,3,4,1,1,1,2,1,2
573,BE,2,7,4,2,2,7,2,1,1
574,BE,2,1,77,8,3,0,2,1,2
575,BE,2,4,4,3,2,8,2,1,1
576,BE,2,6,6,4,3,5,2,1,1
577,BE,1,3,1,2,3,6,1,1,2
578,BE,2,5,2,1,2,0,2,1,1
579,BE,1,5,4,2,1,4,2,1,1
580,BE,2,3,2,2,3,10,2,1,2
581,BE,1,5,2,2,3,7,2,1,1
582,BE,2,4,3,2,1,10,2,1,1
583,BE,2,4,3,2,2,2,2,1,1
584,BE,2,7,3,3,2,10,2,1,1
585,BE,2,3,6,4,2,7,2,1,1
586,BE,1,4,4,3,1,5,2,1,2
587,BE,2,6,4,4,1,4,2,1,1
588,BE,1,4,4,3,1,0,2,1,1
589,BE,1,5,3,5,2,6,1,1,1
590,BE,2,6,4,2,2,2,2,1,1
591,BE,1,6,3,2,2,6,2,1,1
592,BE,1,6,5,4,2,7,2,1,1
593,BE,2,7,4,2,2,0,2,1,1
594,BE,1,6,4,3,1,4,2,1,1
595,BE,2,5,2,2,2,3,2,1,1
596,BE,1,6,5,3,1,2,2,1,1
597,BE,1,6,2,5,2,0,2,1,1
598,BE,2,7,4,4,2,0,2,1,1
599,BE,2,7,4,3,2,3,2,1,1
600,BE,2,5,2,2,1,8,2,1,1
601,BE,2,6,4,4,3,10,2,1,1
602,BE,1,4,1,1,2,8,2,1,1
603,BE,2,5,1,3,2,7,2,1,1
604,BE,1,5,4,3,1,6,2,1,1
605,BE,1,7,2,2,1,7,1,1,2
