,cntry,gndr,sclmeet,inprdsc,sclact,health,rlgdgr,dscrgrp,ctzcntr,brncntr
23801,IT,2,1,0,2,3,5,2,1,1
23802,IT,2,6,4,3,2,2,2,1,1
23803,IT,1,4,4,3,1,6,2,1,1
23804,IT,1,6,4,4,3,4,2,1,1
23805,IT,1,7,4,5,1,2,2,1,1
23806,IT,2,2,3,3,2,4,2,1,1
23807,IT,2,6,3,1,4,7,2,1,1
23808,IT,2,4,4,3,3,7,1,1,1
23809,IT,1,5,3,3,2,6,2,1,1
23810,IT,2,2,2,3,2,8,2,1,1
23811,IT,1,6,4,3,2,2,2,1,1
23812,IT,2,2,2,1,3,6,2,1,1
23813,IT,1,3,1,1,5,9,1,1,1
23814,IT,2,5,3,3,1,7,2,1,1
23815,IT,1,6,4,4,2,6,2,1,1
23816,IT,1,6,1,3,1,1,2,1,1
23817,IT,1,6,4,8,1,6,8,1,2
23818,IT,1,3,4,2,2,5,1,1,1
23819,IT,2,4,1,2,2,5,2,1,1
23820,IT,1,5,1,3,1,0,2,1,1
23821,IT,2,5,2,3,3,0,2,1,2
23822,IT,2,6,4,3,1,4,2,1,1
23823,IT,1,6,3,3,1,6,2,1,1
23824,IT,1,4,1,3,2,4,2,1,1
23825,IT,1,3,3,3,1,5,2,1,1
23826,IT,2,7,3,4,1,3,2,1,1
23827,IT,2,6,3,3,2,1,2,1,1
23828,IT,2,4,2,3,3,2,2,1,1
23829,IT,1,6,5,3,1,0,2,1,1
23830,IT,1,5,2,3,2,7,2,1,1
23831,IT,2,2,2,1,3,4,1,1,1
23832,IT,1,4,4,4,3,3,8,2,2
23833,IT,2,7,4,3,2,6,2,1,1
23834,IT,2,2,1,1,4,10,2,1,1
23835,IT,1,4,1,2,2,5,2,1,1
23836,IT,2,6,4,3,3,9,2,1,1
23837,IT,1,6,2,3,2,8,2,1,1
23838,IT,2,1,3,1,3,8,2,1,1
23839,IT,2,3,1,2,3,7,2,1,1
23840,IT,2,4,3,2,2,5,2,2,2
23841,IT,1,6,2,3,2,3,2,1,1
23842,IT,2,3,2,2,2,6,2,1,1
23843,IT,1,5,3,2,2,5,2,1,1
23844,IT,1,5,1,3,2,2,2,1,1
23845,IT,1,5,4,2,2,2,2,1,1
23846,IT,1,4,3,3,1,4,2,1,1
23847,IT,1,6,3,3,1,8,2,1,1
23848,IT,1,3,3,3,3,6,2,1,1
23849,IT,1,5,3,3,1,0,2,1,1
23850,IT,1,3,1,3,2,8,7,1,1
23851,IT,2,4,1,3,3,7,2,1,1
23852,IT,2,5,4,3,2,7,2,1,1
23853,IT,1,5,1,2,1,5,2,1,1
23854,IT,1,4,2,3,2,2,2,1,1
23855,IT,2,5,3,3,3,7,1,2,2
23856,IT,1,6,1,3,3,2,2,1,1
23857,IT,1,6,2,3,1,8,1,1,1
23858,IT,2,2,1,2,4,9,2,1,1
23859,IT,2,4,2,2,1,7,2,1,1
23860,IT,2,4,2,3,2,2,2,1,1
23861,IT,2,3,1,2,3,5,2,1,1
23862,IT,2,5,1,3,2,5,2,1,1
23863,IT,1,4,2,3,2,8,2,1,1
23864,IT,2,5,1,3,2,7,2,1,1
23865,IT,2,5,4,3,2,5,2,1,1
23866,IT,2,5,2,3,3,6,2,1,1
23867,IT,2,5,4,3,2,0,2,1,1
23868,IT,1,7,2,3,2,5,2,1,1
23869,IT,1,6,1,3,1,0,2,1,1
23870,IT,2,6,3,3,2,6,2,1,1
23871,IT,1,5,1,3,2,5,2,1,1
23872,IT,2,3,3,2,2,7,2,1,1
23873,IT,1,4,3,3,2,7,2,1,1
23874,IT,2,4,3,3,2,3,2,1,1
23875,IT,2,6,2,3,2,6,2,1,1
23876,IT,2,5,4,4,2,5,8,1,1
23877,IT,1,4,4,2,2,6,2,1,1
23878,IT,1,7,3,4,2,7,2,1,1
23879,IT,1,6,2,3,1,8,2,1,1
23880,IT,2,6,4,4,1,8,2,1,1
23881,IT,2,7,3,3,1,5,2,1,1
23882,IT,2,5,6,3,1,8,2,1,1
23883,IT,2,6,2,3,2,5,2,2,2
23884,IT,2,6,4,3,1,5,1,1,1
23885,IT,1,6,2,3,1,8,1,2,2
23886,IT,1,6,4,3,1,77,7,2,2
23887,IT,2,5,3,1,3,3,2,1,1
23888,IT,1,6,2,3,3,5,2,1,1
23889,IT,1,2,2,3,2,6,2,1,1
23890,IT,1,6,2,3,3,6,2,1,1
23891,IT,2,5,0,3,3,10,2,1,1
23892,IT,2,5,1,3,2,2,2,1,1
23893,IT,2,5,5,3,1,10,2,1,2
23894,IT,2,4,2,2,1,7,2,1,1
23895,IT,2,6,3,3,1,6,2,1,1
23896,IT,2,5,3,3,1,3,2,1,1
23897,IT,2,2,4,2,3,6,2,1,1
23898,IT,1,5,1,3,2,2,2,1,1
23899,IT,1,6,2,3,4,7,2,1,1
23900,IT,2,2,1,2,2,6,2,1,1
23901,IT,1,7,4,3,1,4,2,1,1
23902,IT,2,6,4,2,3,2,2,1,1
23903,IT,1,6,2,3,1,6,2,1,1
23904,IT,1,6,4,3,3,1,2,1,1
23905,IT,1,5,3,3,2,3,2,1,1
23906,IT,1,4,2,3,3,6,2,1,1
23907,IT,2,5,1,3,4,7,2,1,2
23908,IT,2,4,3,2,3,8,2,1,1
23909,IT,2,7,3,3,1,6,2,1,1
23910,IT,1,2,2,2,4,3,2,1,1
23911,IT,1,4,1,2,3,2,2,1,1
23912,IT,1,4,2,3,2,10,2,1,1
23913,IT,2,6,3,3,3,5,2,1,1
23914,IT,2,1,2,1,4,8,2,1,1
23915,IT,1,6,3,2,1,5,2,1,1
23916,IT,1,6,4,4,2,9,2,1,1
23917,IT,1,5,1,3,1,8,2,1,1
23918,IT,2,5,2,2,3,10,1,1,1
23919,IT,2,5,1,4,3,5,2,1,1
23920,IT,1,3,2,3,3,5,2,1,1
23921,IT,2,2,1,2,4,9,2,1,1
23922,IT,2,1,1,1,5,10,1,2,2
23923,IT,2,5,77,7,3,1,2,1,1
23924,IT,1,6,4,3,1,3,2,1,1
23925,IT,1,4,3,3,1,3,2,1,1
23926,IT,2,5,2,3,1,6,2,1,2
23927,IT,1,5,3,3,3,7,2,1,1
23928,IT,2,2,3,3,2,3,2,1,1
23929,IT,2,6,2,4,2,8,2,1,1
23930,IT,1,5,1,3,2,5,2,1,1
23931,IT,1,5,1,3,2,7,2,1,1
23932,IT,1,5,2,2,2,0,2,1,1
23933,IT,2,3,2,3,3,6,2,1,1
23934,IT,2,3,2,3,2,2,2,1,1
23935,IT,1,4,0,3,3,2,2,1,1
23936,IT,1,4,4,3,3,8,1,2,2
23937,IT,1,3,2,1,2,4,2,1,1
23938,IT,1,3,1,3,2,8,2,1,1
23939,IT,1,4,2,3,3,4,2,1,1
23940,IT,2,2,1,2,2,7,2,1,1
23941,IT,2,5,1,3,1,5,2,1,1
23942,IT,2,4,1,3,2,3,2,1,1
23943,IT,2,7,4,3,2,2,2,1,1
23944,IT,2,6,1,2,2,8,2,1,1
23945,IT,1,4,2,3,1,4,2,1,1
23946,IT,2,6,3,3,2,8,2,2,1
23947,IT,2,4,3,3,2,0,2,1,1
23948,IT,1,6,1,3,4,2,2,1,2
23949,IT,2,2,0,2,2,6,2,1,1
23950,IT,1,6,3,3,1,5,2,1,1
23951,IT,1,5,2,3,2,4,2,1,1
23952,IT,2,7,4,5,1,0,2,1,1
23953,IT,1,2,0,3,2,8,2,2,2
23954,IT,2,5,0,4,4,0,2,1,1
23955,IT,1,5,2,2,2,6,2,1,1
23956,IT,2,3,1,2,1,5,1,1,1
23957,IT,1,6,1,3,2,0,2,1,1
23958,IT,1,7,4,3,3,5,2,1,1
23959,IT,1,4,2,3,1,88,2,1,1
23960,IT,2,6,3,3,1,5,2,1,1
23961,IT,1,4,3,8,2,6,2,1,1
23962,IT,1,6,2,3,1,2,2,1,1
23963,IT,1,6,2,3,3,3,2,1,1
23964,IT,2,5,2,3,8,88,2,1,1
23965,IT,1,4,0,2,2,2,2,1,1
23966,IT,1,4,2,3,1,2,2,1,1
23967,IT,1,3,2,3,2,6,2,1,1
23968,IT,2,1,1,2,2,9,2,1,1
23969,IT,2,6,4,2,2,0,1,1,1
23970,IT,1,3,0,2,3,6,2,1,1
23971,IT,1,6,1,3,3,7,2,1,1
23972,IT,2,6,4,3,2,5,2,1,1
23973,IT,2,3,1,1,2,0,2,1,1
23974,IT,1,4,2,2,2,9,2,2,2
23975,IT,2,2,88,2,3,88,2,1,1
23976,IT,1,6,3,3,2,8,2,1,1
23977,IT,1,4,2,2,4,5,2,1,1
23978,IT,1,2,1,2,3,4,2,1,1
23979,IT,2,1,1,3,2,8,2,1,1
23980,IT,1,6,2,3,2,5,2,1,1
23981,IT,1,7,4,3,3,8,2,1,1
23982,IT,2,2,1,2,3,8,2,1,1
23983,IT,2,4,2,3,2,7,2,1,1
23984,IT,1,6,1,3,1,5,2,1,1
23985,IT,2,5,3,2,2,8,2,1,1
23986,IT,1,2,1,1,1,4,2,2,2
23987,IT,2,6,2,3,3,6,2,1,1
23988,IT,1,6,2,3,2,5,2,1,1
23989,IT,1,6,2,3,1,8,2,1,1
23990,IT,1,7,2,3,1,2,2,1,1
23991,IT,2,88,1,1,2,9,2,1,1
23992,IT,1,3,1,2,3,5,2,1,1
23993,IT,2,5,2,3,1,2,2,1,1
23994,IT,2,5,3,3,1,8,2,1,1
23995,IT,2,1,1,1,4,3,1,1,1
23996,IT,1,5,2,3,1,2,2,1,1
23997,IT,2,7,0,2,1,6,1,1,1
23998,IT,2,5,2,3,2,4,2,1,1
23999,IT,1,4,4,2,2,9,2,1,1
24000,IT,2,3,4,3,2,0,2,1,1
24001,IT,1,1,0,1,3,7,2,1,1
24002,IT,2,4,1,2,2,6,2,1,1
24003,IT,1,6,4,4,3,7,2,1,1
24004,IT,1,3,1,2,3,7,2,1,1
24005,IT,2,6,2,3,2,5,2,1,1
24006,IT,2,2,1,2,4,7,2,1,1
24007,IT,2,5,4,3,3,5,2,1,1
24008,IT,2,5,3,2,2,5,2,1,1
24009,IT,2,7,3,2,2,2,2,1,1
24010,IT,1,5,0,3,2,6,2,1,1
24011,IT,2,4,3,3,1,5,8,2,2
24012,IT,1,2,0,1,1,5,2,1,1
24013,IT,2,6,1,3,1,8,2,1,1
24014,IT,1,5,1,3,3,0,2,1,1
24015,IT,1,6,4,4,1,4,2,1,1
24016,IT,2,4,1,1,3,10,2,1,1
24017,IT,1,6,0,4,2,7,1,1,1
24018,IT,1,3,4,2,2,6,8,2,2
24019,IT,1,6,4,3,2,10,2,2,2
24020,IT,2,3,1,2,3,10,1,1,1
24021,IT,2,5,4,2,2,7,2,1,1
24022,IT,1,2,3,2,3,5,2,1,1
24023,IT,2,4,1,2,3,8,2,1,1
24024,IT,2,1,2,1,4,9,2,1,1
24025,IT,1,6,4,3,1,8,2,1,1
24026,IT,2,4,4,2,1,10,2,1,1
24027,IT,2,6,2,2,2,8,2,1,1
24028,IT,2,3,1,2,2,7,2,1,1
24029,IT,2,7,2,2,3,7,2,1,1
24030,IT,2,2,2,3,2,7,2,1,1
24031,IT,2,3,3,1,3,0,2,1,1
24032,IT,2,7,2,3,2,5,2,1,1
24033,IT,2,4,3,3,2,7,2,1,1
24034,IT,2,4,3,3,1,2,2,1,1
24035,IT,2,4,1,1,4,8,2,1,1
24036,IT,2,2,2,2,2,4,2,1,1
24037,IT,1,6,1,4,1,6,2,1,1
24038,IT,2,4,3,2,4,6,2,2,2
24039,IT,2,5,4,3,1,7,2,1,1
24040,IT,2,4,4,3,2,8,2,1,1
24041,IT,2,2,1,2,3,6,2,1,1
24042,IT,1,6,1,3,1,2,2,2,2
24043,IT,2,7,2,4,1,0,2,1,1
24044,IT,2,2,2,1,1,7,2,1,1
24045,IT,2,6,2,3,3,6,2,1,1
24046,IT,1,6,4,3,2,3,2,1,1
24047,IT,1,4,5,2,2,0,2,1,1
24048,IT,1,6,3,3,2,8,2,1,1
24049,IT,2,1,3,3,3,8,2,1,1
24050,IT,2,2,3,3,1,4,2,1,1
24051,IT,1,2,2,1,2,3,2,1,1
24052,IT,1,5,0,3,2,7,2,1,1
24053,IT,2,2,1,2,4,10,2,1,1
24054,IT,2,6,3,3,2,6,2,1,1
24055,IT,2,2,1,2,2,6,2,1,1
24056,IT,2,6,1,3,3,5,2,1,1
24057,IT,2,1,0,1,3,6,2,1,1
24058,IT,1,3,1,2,4,8,2,1,1
24059,IT,2,3,1,3,3,5,2,1,1
24060,IT,1,7,3,3,1,5,2,1,1
24061,IT,1,6,3,2,2,5,2,1,1
24062,IT,2,6,2,3,3,10,2,1,1
24063,IT,2,5,1,3,2,7,2,1,1
24064,IT,2,6,3,3,2,2,2,1,1
24065,IT,1,4,1,3,1,0,2,1,1
24066,IT,2,6,3,4,1,9,2,1,1
24067,IT,1,2,3,3,1,5,2,1,1
24068,IT,1,6,6,2,2,4,2,1,1
24069,IT,1,2,2,3,1,0,2,1,1
24070,IT,2,7,4,3,2,7,2,1,1
24071,IT,2,4,3,4,2,8,2,1,1
24072,IT,2,4,1,2,1,5,2,1,1
24073,IT,1,7,4,3,2,4,2,1,1
24074,IT,2,2,0,3,4,7,2,1,1
24075,IT,1,5,3,3,2,3,2,1,8
24076,IT,2,3,2,3,3,10,2,1,1
24077,IT,2,4,2,3,2,7,2,1,1
24078,IT,1,4,4,2,2,88,8,1,1
24079,IT,2,7,3,3,3,4,2,1,1
24080,IT,1,4,2,3,2,3,2,1,1
24081,IT,1,4,2,3,3,4,2,1,1
24082,IT,1,6,2,3,1,6,2,1,1
24083,IT,2,6,4,4,1,10,1,1,1
24084,IT,2,4,3,3,3,1,2,1,1
24085,IT,2,4,1,3,2,4,2,1,1
24086,IT,2,4,1,2,3,2,2,1,1
24087,IT,2,4,1,3,3,8,2,1,1
24088,IT,1,4,2,3,1,5,2,1,1
24089,IT,2,5,1,3,3,6,2,1,1
24090,IT,2,6,3,3,1,5,2,1,1
24091,IT,1,4,1,3,1,0,2,2,2
24092,IT,2,3,4,4,2,4,2,1,1
24093,IT,1,7,3,3,4,0,2,1,1
24094,IT,1,4,4,3,2,6,2,1,1
24095,IT,2,5,1,3,1,6,2,1,1
24096,IT,2,7,4,3,1,6,2,1,1
24097,IT,2,6,3,3,1,7,2,1,1
24098,IT,2,4,2,3,2,4,2,1,1
24099,IT,2,6,3,3,1,7,2,1,1
24100,IT,1,6,3,3,1,10,2,1,1
24101,IT,1,7,2,2,2,0,2,1,1
24102,IT,2,6,4,4,1,2,2,1,1
24103,IT,2,5,1,3,3,6,2,1,1
24104,IT,2,4,3,3,2,7,2,1,1
24105,IT,2,4,2,3,3,5,2,1,1
24106,IT,1,4,2,3,3,5,2,1,1
24107,IT,2,5,6,3,3,7,2,1,1
24108,IT,2,5,4,3,1,6,2,1,1
24109,IT,1,4,1,3,2,6,2,1,1
24110,IT,1,5,3,3,1,6,2,1,2
24111,IT,2,4,3,2,2,4,2,1,1
24112,IT,1,4,1,1,2,4,2,1,1
24113,IT,1,5,3,3,2,6,2,1,1
24114,IT,2,3,1,4,3,10,2,1,1
24115,IT,2,1,2,1,2,7,2,2,2
24116,IT,2,5,6,3,1,4,2,1,1
24117,IT,1,5,2,3,2,6,2,1,1
24118,IT,1,4,3,3,2,10,2,1,1
24119,IT,1,2,1,2,3,6,2,1,1
24120,IT,2,4,4,2,3,10,2,1,1
24121,IT,2,6,6,3,3,88,1,1,1
24122,IT,1,5,2,3,2,2,2,1,1
24123,IT,2,4,2,4,3,6,2,1,1
24124,IT,2,5,2,3,2,3,2,1,1
24125,IT,1,6,4,3,2,5,2,1,1
24126,IT,1,6,1,3,3,3,2,2,2
24127,IT,2,4,2,2,3,8,2,1,1
24128,IT,2,5,4,2,2,6,2,1,1
24129,IT,1,4,4,4,3,2,2,1,1
24130,IT,1,5,1,1,2,5,2,1,1
24131,IT,1,5,1,3,3,8,2,1,1
24132,IT,1,6,2,3,2,0,8,1,1
24133,IT,1,6,0,5,1,0,2,1,1
24134,IT,2,3,3,2,3,5,2,1,1
24135,IT,1,6,4,3,2,6,2,1,1
24136,IT,1,7,88,3,2,8,8,1,2
24137,IT,2,6,5,4,1,3,2,1,1
24138,IT,1,7,3,3,2,10,2,1,1
24139,IT,1,5,2,2,2,7,2,1,1
24140,IT,1,5,2,3,2,1,2,1,1
24141,IT,1,5,2,3,3,0,2,1,1
24142,IT,1,5,3,3,2,4,2,1,1
24143,IT,1,6,4,4,2,4,2,1,1
24144,IT,2,7,4,3,1,6,2,1,1
24145,IT,1,5,6,3,1,1,2,1,1
24146,IT,2,4,4,3,1,8,2,1,1
24147,IT,2,4,2,2,4,5,2,1,1
24148,IT,1,2,2,2,2,9,1,2,2
24149,IT,2,1,2,2,2,7,2,1,1
24150,IT,1,6,1,2,2,5,2,1,1
24151,IT,2,7,3,3,1,10,2,1,1
24152,IT,2,1,1,2,4,8,2,1,1
24153,IT,2,6,4,3,2,2,1,1,1
24154,IT,2,3,2,1,3,8,2,1,1
24155,IT,2,4,4,3,3,10,2,1,1
24156,IT,2,6,2,3,2,5,2,1,1
24157,IT,1,5,2,3,3,8,2,1,1
24158,IT,2,5,1,1,3,4,2,1,1
24159,IT,2,2,1,2,2,3,2,1,1
24160,IT,2,6,4,3,2,5,2,1,1
24161,IT,1,5,2,3,2,5,2,1,1
24162,IT,1,4,2,3,1,2,2,1,1
24163,IT,2,4,2,3,3,5,2,1,1
24164,IT,2,5,4,4,2,8,2,1,1
24165,IT,2,3,2,3,1,9,2,1,1
24166,IT,2,5,0,3,2,8,2,1,1
24167,IT,1,2,1,1,2,10,1,2,2
24168,IT,1,6,3,3,1,3,2,1,1
24169,IT,1,5,0,4,3,3,2,1,1
24170,IT,1,4,1,3,2,0,2,1,1
24171,IT,2,6,1,3,1,5,2,1,1
24172,IT,2,4,3,3,2,7,2,1,1
24173,IT,2,4,1,3,2,5,2,1,1
24174,IT,2,6,4,3,1,8,2,1,1
24175,IT,1,4,1,3,2,5,2,1,1
24176,IT,2,6,0,3,2,8,2,1,1
24177,IT,2,6,2,3,1,7,2,1,1
24178,IT,2,4,2,3,2,0,2,1,1
24179,IT,1,2,0,3,3,7,2,1,1
24180,IT,1,6,2,2,2,10,1,2,2
24181,IT,2,2,1,1,2,3,2,1,1
24182,IT,1,5,2,4,3,3,2,1,1
24183,IT,2,6,2,4,2,7,2,1,1
24184,IT,1,4,88,3,2,0,8,1,1
24185,IT,2,3,0,4,2,8,2,1,1
24186,IT,1,6,4,3,3,8,2,1,1
24187,IT,1,6,4,3,1,8,2,1,1
24188,IT,2,1,0,1,4,3,8,1,2
24189,IT,1,7,2,3,1,6,2,1,1
24190,IT,2,6,2,1,4,8,2,1,1
24191,IT,1,6,4,4,1,5,2,1,1
24192,IT,1,4,5,4,1,6,2,1,1
24193,IT,1,7,4,4,2,4,2,1,1
24194,IT,1,3,1,2,2,6,2,1,1
24195,IT,2,5,2,3,1,6,2,1,1
24196,IT,1,3,1,4,1,8,2,1,1
24197,IT,1,6,4,2,2,0,2,1,1
24198,IT,1,5,3,3,1,77,7,2,2
24199,IT,2,2,2,3,3,9,2,1,1
24200,IT,2,6,1,3,1,9,2,1,1
24201,IT,2,6,3,2,2,3,2,1,1
24202,IT,1,5,3,3,2,7,2,1,1
24203,IT,2,6,3,3,1,6,2,1,1
24204,IT,2,3,2,3,2,6,2,1,1
24205,IT,2,2,4,1,4,10,8,1,1
24206,IT,2,6,3,3,1,2,2,1,1
24207,IT,2,4,4,3,2,8,2,1,1
24208,IT,2,6,2,3,1,8,2,1,1
24209,IT,2,3,3,8,2,7,2,1,1
24210,IT,2,6,4,4,1,7,2,1,1
24211,IT,2,5,2,3,1,6,2,1,1
24212,IT,2,6,3,3,2,8,2,1,1
24213,IT,1,1,1,1,2,8,2,1,1
24214,IT,2,6,4,3,3,10,2,1,1
24215,IT,2,6,4,3,1,5,2,1,1
24216,IT,2,4,3,3,2,7,2,1,1
24217,IT,2,4,2,3,3,6,2,1,1
24218,IT,2,7,6,3,2,9,2,1,1
24219,IT,2,6,2,3,1,8,2,1,1
24220,IT,1,5,88,4,2,0,2,1,1
24221,IT,1,6,3,4,1,1,2,1,1
24222,IT,2,4,2,2,3,8,2,1,2
24223,IT,2,5,0,2,2,9,2,1,1
24224,IT,2,6,2,3,3,8,2,1,1
24225,IT,2,5,0,4,4,6,2,1,1
24226,IT,1,2,0,2,2,0,2,1,1
24227,IT,2,4,2,3,3,7,2,1,1
24228,IT,1,5,2,3,1,7,2,1,1
24229,IT,1,4,3,3,2,7,2,1,1
24230,IT,2,4,0,3,3,2,2,1,1
24231,IT,1,4,2,3,3,5,2,1,1
24232,IT,1,6,1,3,2,7,2,1,1
24233,IT,2,6,2,3,1,7,2,1,1
24234,IT,2,6,3,2,3,0,1,1,1
24235,IT,2,4,2,2,3,9,2,1,1
24236,IT,2,4,4,4,5,5,2,1,1
24237,IT,1,5,2,3,3,5,2,1,1
24238,IT,2,5,2,3,1,9,2,1,1
24239,IT,2,2,1,3,1,9,2,1,1
24240,IT,2,6,4,3,3,5,1,1,1
24241,IT,1,5,3,2,2,6,2,1,1
24242,IT,1,6,3,3,2,0,2,1,1
24243,IT,1,5,1,3,1,5,2,1,1
24244,IT,1,6,4,2,2,7,2,1,1
24245,IT,1,2,1,1,2,0,2,1,1
24246,IT,2,2,1,4,2,7,2,1,1
24247,IT,2,6,1,2,3,7,2,1,1
24248,IT,2,2,2,4,2,7,2,1,1
24249,IT,2,5,4,1,2,4,2,1,1
24250,IT,2,4,77,3,2,2,2,1,1
24251,IT,1,2,1,2,2,6,2,1,1
24252,IT,1,5,3,3,1,3,2,1,1
24253,IT,2,6,1,4,1,7,2,1,1
24254,IT,1,5,5,3,4,8,2,1,1
24255,IT,1,6,3,3,2,3,2,1,1
24256,IT,2,2,4,1,1,10,2,1,1
24257,IT,1,4,0,2,2,5,2,1,1
24258,IT,1,3,0,3,2,10,2,1,1
24259,IT,2,6,0,1,4,7,2,1,1
24260,IT,2,4,1,3,2,6,2,1,1
24261,IT,1,5,2,4,2,8,2,1,1
24262,IT,1,4,2,3,1,3,2,1,1
24263,IT,1,4,0,3,2,5,2,1,1
24264,IT,2,6,2,3,1,3,2,1,1
24265,IT,1,6,5,3,2,77,1,2,2
24266,IT,1,6,3,8,2,1,2,1,1
24267,IT,2,4,2,2,4,6,2,2,1
24268,IT,1,7,1,4,1,9,8,1,1
24269,IT,2,4,3,3,3,6,2,1,1
24270,IT,1,5,4,3,1,3,2,1,1
24271,IT,1,6,2,3,1,3,2,1,1
24272,IT,1,6,2,3,3,3,2,1,1
24273,IT,1,3,2,3,1,3,2,1,1
24274,IT,1,3,0,2,3,1,2,1,1
24275,IT,1,4,5,2,2,9,2,1,1
24276,IT,1,5,1,3,1,5,2,2,2
24277,IT,1,3,3,2,2,6,2,1,1
24278,IT,2,5,2,3,2,4,2,1,1
24279,IT,2,4,2,3,2,8,2,1,1
24280,IT,2,3,1,3,4,5,2,1,1
24281,IT,2,4,3,3,2,6,2,1,1
24282,IT,2,7,3,3,2,2,2,1,1
24283,IT,2,4,5,4,3,6,2,1,2
24284,IT,1,4,2,3,2,7,2,1,1
24285,IT,1,7,1,4,2,4,2,1,1
24286,IT,2,2,1,2,2,6,2,1,1
24287,IT,1,5,3,2,2,7,2,1,1
24288,IT,1,5,2,3,1,5,2,1,1
24289,IT,2,6,3,3,1,7,2,1,1
24290,IT,1,6,2,3,1,7,2,1,1
24291,IT,2,4,4,2,1,3,2,1,1
24292,IT,1,4,1,3,1,7,2,1,1
24293,IT,2,4,3,3,1,2,2,1,1
24294,IT,1,6,3,3,3,4,2,1,1
24295,IT,1,6,3,3,2,4,2,1,1
24296,IT,2,4,1,4,1,7,2,1,1
24297,IT,2,6,2,4,2,8,2,1,1
24298,IT,2,5,3,4,2,0,2,1,1
24299,IT,2,6,3,2,1,8,2,1,1
24300,IT,2,6,2,1,4,5,2,1,1
24301,IT,1,6,0,3,2,2,2,1,1
24302,IT,2,4,2,3,2,8,2,1,1
24303,IT,1,6,2,3,2,6,2,1,1
24304,IT,2,5,3,3,2,5,2,1,1
24305,IT,1,4,0,2,2,7,2,1,1
24306,IT,1,4,2,4,3,1,2,1,1
24307,IT,2,6,1,4,1,8,2,1,1
24308,IT,1,3,3,2,3,10,2,1,1
24309,IT,1,6,2,4,2,8,2,1,1
24310,IT,2,6,3,3,2,5,2,1,1
24311,IT,2,6,2,3,2,8,1,1,1
24312,IT,2,5,1,3,3,1,2,1,2
24313,IT,1,5,5,3,3,0,2,1,1
24314,IT,2,5,2,3,3,8,2,1,1
24315,IT,2,1,1,1,3,8,2,1,1
24316,IT,2,5,2,2,3,8,2,1,1
24317,IT,1,5,2,3,2,6,2,1,1
24318,IT,1,3,1,3,1,6,2,1,1
24319,IT,1,5,1,3,2,3,2,1,1
24320,IT,1,4,3,3,1,7,2,1,1
24321,IT,2,6,0,3,2,10,1,1,1
24322,IT,1,5,2,3,3,6,2,1,1
24323,IT,1,6,4,3,1,5,2,1,1
24324,IT,2,5,2,3,2,8,1,1,1
24325,IT,1,4,2,3,2,6,2,1,1
24326,IT,2,6,3,3,1,7,2,1,1
24327,IT,1,7,77,8,2,7,2,2,2
24328,IT,2,6,2,3,2,8,2,1,1
24329,IT,1,6,3,3,2,7,2,1,1
24330,IT,1,5,5,3,2,2,2,1,1
24331,IT,2,4,2,2,3,6,2,1,1
24332,IT,2,3,4,3,2,10,2,1,1
24333,IT,2,2,0,1,4,5,2,1,2
24334,IT,1,5,1,3,2,5,1,1,1
24335,IT,2,2,1,3,2,8,2,1,1
24336,IT,1,5,3,4,2,2,2,1,1
24337,IT,1,6,3,4,2,6,2,1,1
24338,IT,2,2,0,2,3,7,2,1,1
24339,IT,2,5,4,1,3,0,1,1,1
24340,IT,2,3,1,2,2,4,2,2,2
24341,IT,2,6,1,2,3,6,2,1,1
24342,IT,1,6,1,3,1,6,2,1,1
24343,IT,2,3,2,2,3,7,2,1,1
24344,IT,2,3,3,3,3,10,2,1,1
24345,IT,2,5,1,2,3,7,2,1,1
24346,IT,2,4,2,3,3,5,2,1,1
24347,IT,1,6,5,5,2,5,2,1,1
24348,IT,2,6,3,3,2,6,2,1,1
24349,IT,2,6,4,4,3,6,2,2,2
24350,IT,2,5,4,3,3,6,2,1,1
24351,IT,1,6,3,5,2,8,2,1,1
24352,IT,1,6,4,3,1,8,2,1,2
24353,IT,1,5,3,3,2,4,2,1,1
24354,IT,1,5,1,3,1,5,2,1,1
24355,IT,2,6,3,2,2,7,2,1,1
24356,IT,1,7,6,3,1,10,1,2,2
24357,IT,1,2,2,3,2,1,1,2,2
24358,IT,1,6,4,3,2,7,2,1,1
24359,IT,2,6,4,2,1,0,1,1,1
24360,IT,1,4,1,3,2,0,2,1,1
24361,IT,2,6,3,4,2,3,2,1,1
24362,IT,2,6,1,3,2,6,2,1,1
24363,IT,1,6,6,3,3,10,2,1,1
24364,IT,1,4,2,3,1,4,2,1,1
24365,IT,2,3,2,3,3,6,2,1,1
24366,IT,2,6,3,3,1,5,2,1,1
24367,IT,1,7,6,3,1,1,2,1,1
24368,IT,2,4,1,3,2,10,1,1,1
24369,IT,2,5,2,2,2,0,2,1,1
24370,IT,1,4,3,3,2,3,2,1,1
24371,IT,1,2,1,1,5,8,2,1,1
24372,IT,2,4,2,3,3,2,2,1,1
24373,IT,2,4,4,3,2,5,2,1,1
24374,IT,1,6,0,3,3,10,2,1,1
24375,IT,1,6,3,4,2,2,2,1,1
24376,IT,2,7,2,3,1,9,2,1,1
24377,IT,1,5,1,3,1,2,2,1,1
24378,IT,1,6,3,2,3,9,2,1,1
24379,IT,1,6,2,3,1,4,2,1,1
24380,IT,1,3,1,3,1,7,2,1,1
24381,IT,2,2,1,1,2,8,2,1,1
